,rssi,corr,theta,timestamp
2885,"(3541.71923828125, 224.28414916992188, 793.4482421875, 21.58888816833496)","(-0.9426514506340027, -0.9144883751869202, 0.9075403213500977, 0.9086947441101074)",71.9,1765211480.3289673
2886,"(3486.17529296875, 234.259521484375, 789.4232177734375, 23.218563079833984)","(-0.9158145785331726, -0.9619244933128357, 0.9096459150314331, 0.9104337692260742)",71.9,1765211480.5449376
2887,"(3394.95947265625, 218.8828887939453, 758.3714599609375, 22.051393508911133)","(-0.9177173972129822, -0.9180433750152588, 0.911436140537262, 0.9121224880218506)",71.9,1765211480.7626579
2888,"(3509.945556640625, 232.21099853515625, 819.6474609375, 22.84770965576172)","(-0.9190177917480469, -0.919618546962738, 0.9131572842597961, 0.9141464829444885)",71.9,1765211480.9801354
2889,"(3405.88037109375, 224.67315673828125, 794.6748046875, 21.0833797454834)","(-0.9214085936546326, -0.9216536283493042, 0.9146612286567688, 0.9159290194511414)",71.9,1765211481.1960146
2890,"(3504.02294921875, 230.30319213867188, 839.3607177734375, 21.59941864013672)","(-0.9223425388336182, -0.92277991771698, 0.9155417084693909, 0.9176980257034302)",71.9,1765211481.4114945
2891,"(3327.02734375, 233.49635314941406, 851.1798095703125, 18.09186363220215)","(-0.9242590069770813, -0.9246859550476074, 0.932550847530365, 0.9191217422485352)",71.9,1765211481.6298308
2892,"(3434.1806640625, 253.6026153564453, 786.7559814453125, 23.606243133544922)","(-0.9259072542190552, -0.9260862469673157, 0.9196789264678955, 0.9207037091255188)",71.9,1765211481.8475516
2893,"(3497.971923828125, 267.6435852050781, 839.9524536132812, 39.004066467285156)","(-0.9271497130393982, -0.9690695405006409, 0.9210752248764038, 0.922073245048523)",71.9,1765211482.0630429
2894,"(3329.470703125, 257.03076171875, 795.0276489257812, 38.899635314941406)","(-0.9288316369056702, -0.9295042753219604, 0.9227302074432373, 0.9237238764762878)",71.9,1765211482.281283
2895,"(3540.31982421875, 271.47412109375, 793.4715576171875, 39.47926330566406)","(-0.9306961297988892, -0.9310911297798157, 0.9240675568580627, 0.9253363013267517)",71.9,1765211482.4964094
2896,"(3503.40234375, 264.73883056640625, 813.0721435546875, 39.532386779785156)","(-0.9324231743812561, -0.9325478672981262, 0.9257766008377075, 0.9266904592514038)",71.9,1765211482.7146564
2897,"(3327.30810546875, 261.0937805175781, 823.00341796875, 40.88425064086914)","(-0.9335383176803589, -0.9340344071388245, 0.9271398782730103, 0.9285321831703186)",71.9,1765211482.9354396
2898,"(3423.087890625, 269.953125, 890.03564453125, 36.418731689453125)","(-0.9355744123458862, -0.9356086254119873, 0.9221249222755432, 0.9298509359359741)",71.9,1765211483.1482973
2899,"(3261.4521484375, 230.0102996826172, 806.2945556640625, 28.847003936767578)","(-0.9364866018295288, -0.9373385310173035, 0.9300910234451294, 0.9314138293266296)",71.9,1765211483.3660972
2900,"(3459.24072265625, 228.794677734375, 777.629638671875, 30.25028419494629)","(-0.9377632141113281, -0.9756906032562256, 0.9322066903114319, 0.9332634806632996)",71.9,1765211483.5827472
2901,"(3271.5634765625, 218.18341064453125, 751.8505859375, 29.235916137695312)","(-0.9395582675933838, -0.9399702548980713, 0.9331719875335693, 0.9345373511314392)",71.9,1765211483.799828
2902,"(3424.7001953125, 219.1637420654297, 752.1400146484375, 33.63011169433594)","(-0.9409371614456177, -0.9418301582336426, 0.9348085522651672, 0.9356094002723694)",71.9,1765211484.0148745
2903,"(3372.3798828125, 224.96116638183594, 750.7042236328125, 36.68290710449219)","(-0.9422320127487183, -0.9427887797355652, 0.9362386465072632, 0.9370262026786804)",71.9,1765211484.2331893
2904,"(3297.76318359375, 223.29080200195312, 742.7822875976562, 37.096435546875)","(-0.9437316656112671, -0.9441706538200378, 0.9377562403678894, 0.9385303258895874)",71.9,1765211484.4516973
2905,"(3430.270751953125, 219.31744384765625, 781.525146484375, 36.00653839111328)","(-0.9455903172492981, -0.9457266330718994, 0.910965085029602, 0.9398102760314941)",71.9,1765211484.6683593
2906,"(3450.05859375, 218.04275512695312, 789.41748046875, 32.64588165283203)","(-0.946593165397644, -0.946779727935791, 0.940458357334137, 0.9418697953224182)",71.9,1765211484.8847275
2907,"(3455.988037109375, 209.9698486328125, 727.4682006835938, 34.85112762451172)","(-0.9476132392883301, -0.9805875420570374, 0.9416556358337402, 0.9426843523979187)",71.9,1765211485.1002684
2908,"(3357.765380859375, 196.6949920654297, 747.9117431640625, 35.88277053833008)","(-0.9489945769309998, -0.9496097564697266, 0.9431182742118835, 0.944229245185852)",71.9,1765211485.319523
2909,"(3494.448974609375, 185.5340576171875, 719.4432373046875, 34.49835968017578)","(-0.9502795934677124, -0.9002820253372192, 0.9445539116859436, 0.9450955986976624)",71.9,1765211485.53628
2910,"(3460.406982421875, 186.8109130859375, 700.2448120117188, 34.92905044555664)","(-0.9016438126564026, -0.9019929766654968, 0.9455456137657166, 0.9463326930999756)",71.9,1765211485.7542715
2911,"(37.868595123291016, 37.60066604614258, 36.36148452758789, 35.944976806640625)","(-0.9047797322273254, -0.9048107266426086, 0.9478549361228943, 0.9481903314590454)",71.9,1765211486.046894
2912,"(3169.69921875, 193.1051788330078, 778.1090087890625, 24.883403778076172)","(-0.920594334602356, -0.9208968877792358, 0.9146743416786194, 0.9157726764678955)",73.7,1765211488.1402037
2913,"(3204.3828125, 188.09780883789062, 723.26318359375, 27.323322296142578)","(-0.922849178314209, -0.9227889776229858, 0.9163366556167603, 0.917242705821991)",73.7,1765211488.3560348
2914,"(3254.91455078125, 191.97637939453125, 758.967529296875, 25.831857681274414)","(-0.9238576292991638, -0.9240564107894897, 0.9175742864608765, 0.9192869067192078)",73.7,1765211488.5735924
2915,"(3063.850830078125, 192.11453247070312, 697.4021606445312, 28.63780975341797)","(-0.9255049228668213, -0.925858736038208, 0.9196287989616394, 0.9203627109527588)",73.7,1765211488.7921298
2916,"(3283.652587890625, 181.4433135986328, 709.901123046875, 25.712512969970703)","(-0.927649736404419, -0.9282088875770569, 0.921257734298706, 0.9221816658973694)",73.7,1765211489.00733
2917,"(3436.898681640625, 181.51560974121094, 777.45361328125, 25.788097381591797)","(-0.9282556176185608, -0.9286523461341858, 0.9230413436889648, 0.9244134426116943)",73.7,1765211489.225025
2918,"(3188.947021484375, 181.35182189941406, 739.6469116210938, 24.684192657470703)","(-0.9303661584854126, -0.930828869342804, 0.92424476146698, 0.9253812432289124)",73.7,1765211489.4423194
2919,"(3340.7060546875, 189.74810791015625, 748.9369506835938, 25.5515193939209)","(-0.9321243762969971, -0.9327446818351746, 0.9260053038597107, 0.9269065856933594)",73.7,1765211489.6588824
2920,"(3439.34423828125, 180.6759490966797, 796.8221435546875, 24.41082763671875)","(-0.9907061457633972, -0.9342426657676697, 0.9276779890060425, 0.9278504252433777)",73.7,1765211489.8742235
2921,"(3272.38623046875, 196.00567626953125, 784.5406494140625, 24.989532470703125)","(-0.9346744418144226, -0.9347721934318542, 0.9289868474006653, 0.930511474609375)",73.7,1765211490.092083
2922,"(3099.42578125, 199.48385620117188, 722.352294921875, 25.488746643066406)","(-0.9367083311080933, -0.9370966553688049, 0.9304667115211487, 0.9314461946487427)",73.7,1765211490.3105052
2923,"(3218.5458984375, 200.1065673828125, 761.2547607421875, 25.009231567382812)","(-0.9378539323806763, -0.9381715655326843, 0.932336151599884, 0.9329106211662292)",73.7,1765211490.5271697
2924,"(3183.30419921875, 198.57568359375, 774.020263671875, 23.633773803710938)","(-0.9392489790916443, -0.9397953152656555, 0.9337217211723328, 0.9343985319137573)",73.7,1765211490.7449183
2925,"(3305.673828125, 199.8055877685547, 742.821044921875, 26.188352584838867)","(-0.9409139156341553, -0.9414737820625305, 0.9349283576011658, 0.9902589917182922)",73.7,1765211490.9593854
2926,"(3244.18359375, 197.2281951904297, 783.2278442382812, 28.68761444091797)","(-0.9422411322593689, -0.9425345063209534, 0.9361044764518738, 0.9373442530632019)",73.7,1765211491.1773598
2927,"(3422.27001953125, 182.1951446533203, 770.181396484375, 28.7358341217041)","(-0.996052622795105, -0.9441055059432983, 0.937684178352356, 0.9387273192405701)",73.7,1765211491.3951745
2928,"(3276.2578125, 196.75167846679688, 754.1627807617188, 29.389087677001953)","(-0.9446657299995422, -0.9449470043182373, 0.9393261075019836, 0.9401690363883972)",73.7,1765211491.6106098
2929,"(3237.85205078125, 190.1761474609375, 733.428466796875, 29.486011505126953)","(-0.9460713267326355, -0.94683837890625, 0.9401727318763733, 0.9413658976554871)",73.7,1765211491.8288794
2930,"(3232.6865234375, 192.0980987548828, 665.4324951171875, 27.475967407226562)","(-0.9479876160621643, -0.9481544494628906, 0.9415721297264099, 0.9426260590553284)",73.7,1765211492.0444658
2931,"(3178.12060546875, 196.33673095703125, 725.439453125, 29.471895217895508)","(-0.9489959478378296, -0.949597954750061, 0.9428473711013794, 0.943989098072052)",73.7,1765211492.2626014
2932,"(3091.8330078125, 187.62303161621094, 665.8992919921875, 28.77116584777832)","(-0.9506940245628357, -0.900001585483551, 0.9443681240081787, 0.9920963644981384)",73.7,1765211492.4805279
2933,"(3294.79736328125, 200.64151000976562, 738.976806640625, 28.28824234008789)","(-0.9011666774749756, -0.9018518328666687, 0.9458948969841003, 0.9468143582344055)",73.7,1765211492.6971478
2934,"(3365.787841796875, 196.76263427734375, 728.6459350585938, 27.948610305786133)","(-0.9965581893920898, -0.9035199284553528, 0.9467238187789917, 0.9479432106018066)",73.7,1765211492.9137805
2935,"(3232.774169921875, 192.76150512695312, 707.7662353515625, 26.819942474365234)","(-0.9049327969551086, -0.9054840803146362, 0.9481740593910217, 0.9490332007408142)",73.7,1765211493.129339
2936,"(3312.6708984375, 192.35348510742188, 721.6143798828125, 28.62053108215332)","(-0.9072969555854797, -0.9074379205703735, 0.9007855653762817, 0.9014771580696106)",73.7,1765211493.3475327
2937,"(3203.256591796875, 187.41592407226562, 686.5707397460938, 26.796850204467773)","(-0.9093633890151978, -0.9097133278846741, 0.9029104113578796, 0.9035230278968811)",73.7,1765211493.5657482
2938,"(3367.42138671875, 205.4573516845703, 740.6769409179688, 29.323801040649414)","(-0.9099664688110352, -0.9109553098678589, 0.9046723246574402, 0.9057900905609131)",73.7,1765211493.780824
2939,"(3102.967529296875, 195.06321716308594, 746.2281494140625, 30.37346076965332)","(-0.9122180342674255, -0.9124858975410461, 0.905722439289093, 0.99379962682724)",73.7,1765211493.9990973
2940,"(3325.099609375, 190.67222595214844, 715.3862915039062, 28.360248565673828)","(-0.9138063788414001, -0.914826512336731, 0.90784752368927, 0.9086245894432068)",73.7,1765211494.2156496
2941,"(3334.43408203125, 198.2489471435547, 745.5582275390625, 29.021995544433594)","(-0.9977838397026062, -0.9159297943115234, 0.9093044400215149, 0.9106167554855347)",73.7,1765211494.4363313
2942,"(3079.9130859375, 182.2451629638672, 698.2353515625, 28.601947784423828)","(-0.9174091219902039, -0.9180237054824829, 0.9111754298210144, 0.9121515154838562)",73.7,1765211494.65064
2943,"(3269.34423828125, 185.112548828125, 694.0516357421875, 29.287044525146484)","(-0.9194446206092834, -0.9195513129234314, 0.9129914045333862, 0.9140291213989258)",73.7,1765211494.866082
2944,"(3111.52490234375, 202.54971313476562, 729.7920532226562, 22.115070343017578)","(-0.9975281953811646, -0.9381769895553589, 0.9315587282180786, 0.9323856234550476)",75.3,1765211497.4699016
2945,"(3078.935546875, 202.639404296875, 708.8170776367188, 21.34699821472168)","(-0.9394493103027344, -0.9402648210525513, 0.9337044954299927, 0.9342002868652344)",75.3,1765211497.6918151
2946,"(3097.791748046875, 201.15907287597656, 691.4478759765625, 22.19973373413086)","(-0.9403032064437866, -0.9406934976577759, 0.9341302514076233, 0.9360467791557312)",75.3,1765211497.903293
2947,"(2969.677001953125, 193.31674194335938, 670.018798828125, 22.56352996826172)","(-0.9422802329063416, -0.9425585269927979, 0.9362732172012329, 0.9367706179618835)",75.3,1765211498.1214843
2948,"(3230.876220703125, 197.06954956054688, 689.859619140625, 22.233341217041016)","(-0.9433326125144958, -0.9439533948898315, 0.9381816387176514, 0.9388211965560913)",75.3,1765211498.3393276
2949,"(3047.2041015625, 196.61270141601562, 708.4246215820312, 24.069580078125)","(-0.9444335699081421, -0.9442431926727295, 0.9390024542808533, 0.9945228099822998)",75.3,1765211498.556321
2950,"(2983.5078125, 198.4747314453125, 661.8130493164062, 23.500011444091797)","(-0.947195827960968, -0.9472413063049316, 0.9400891661643982, 0.9408127069473267)",75.3,1765211498.7730193
2951,"(3077.373046875, 202.2636260986328, 713.6708374023438, 23.148395538330078)","(-0.9966063499450684, -0.9478371143341064, 0.9412287473678589, 0.9427900910377502)",75.3,1765211498.988206
2952,"(3059.02392578125, 196.71163940429688, 704.95849609375, 23.762588500976562)","(-0.9493444561958313, -0.9503169059753418, 0.9433686137199402, 0.9438778758049011)",75.3,1765211499.206473
2953,"(2949.51708984375, 197.36497497558594, 686.242431640625, 24.119144439697266)","(-0.9508384466171265, -0.9510037302970886, 0.9442413449287415, 0.9450263381004333)",75.3,1765211499.4246595
2954,"(3002.44091796875, 202.03012084960938, 729.8325805664062, 24.350528717041016)","(-0.901088297367096, -0.9012932777404785, 0.9455625414848328, 0.9470239281654358)",75.3,1765211499.6400983
2955,"(3001.34814453125, 200.8212127685547, 732.0361328125, 23.12128448486328)","(-0.9031665325164795, -0.903479814529419, 0.9468509554862976, 0.9482284188270569)",75.3,1765211499.8621259
2956,"(3041.08984375, 201.99679565429688, 723.3327026367188, 24.488452911376953)","(-0.9049080014228821, -0.9053665399551392, 0.9485978484153748, 0.9923006892204285)",75.3,1765211500.074702
2957,"(3010.152099609375, 202.8704833984375, 694.375, 23.913633346557617)","(-0.9068763852119446, -0.907661497592926, 0.900897204875946, 0.9014915227890015)",75.3,1765211500.2916775
2958,"(3148.784912109375, 196.0882568359375, 725.3173828125, 23.80493927001953)","(-0.9092265367507935, -0.9094185829162598, 0.9027105569839478, 0.9033750295639038)",75.3,1765211500.509638
2959,"(2977.94677734375, 203.36740112304688, 706.987548828125, 22.68352508544922)","(-0.9103434085845947, -0.9107579588890076, 0.9039557576179504, 0.905375599861145)",75.3,1765211500.7249231
2960,"(2905.568359375, 207.97259521484375, 709.9573364257812, 23.72370147705078)","(-0.9121232628822327, -0.912002444267273, 0.9060407280921936, 0.9071588516235352)",75.3,1765211500.9442286
2961,"(3026.736328125, 197.9353790283203, 648.1163330078125, 24.000370025634766)","(-0.9140617251396179, -0.9142645001411438, 0.9081426858901978, 0.9089329838752747)",75.3,1765211501.1587589
2962,"(3044.67724609375, 194.60650634765625, 656.0629272460938, 22.953323364257812)","(-0.9160361289978027, -0.9163424372673035, 0.9095005393028259, 0.9102707505226135)",75.3,1765211501.376627
2963,"(2915.078369140625, 205.389404296875, 641.8787841796875, 24.920448303222656)","(-0.9174321293830872, -0.9179341197013855, 0.9110045433044434, 0.912273108959198)",75.3,1765211501.5947227
2964,"(2994.92138671875, 204.82611083984375, 664.8427734375, 23.277740478515625)","(-0.918738067150116, -0.9190686345100403, 0.9133281111717224, 0.9143514037132263)",75.3,1765211501.810238
2965,"(3115.830322265625, 194.44351196289062, 665.9203491210938, 21.48907470703125)","(-0.9210163950920105, -0.9213004112243652, 0.9149274230003357, 0.9155752062797546)",75.3,1765211502.0280576
2966,"(2998.64208984375, 195.78231811523438, 652.0430908203125, 21.407344818115234)","(-0.9228743314743042, -0.92303466796875, 0.9164930582046509, 0.9171180129051208)",75.3,1765211502.243557
2967,"(3039.87060546875, 200.67967224121094, 670.7017822265625, 22.44863510131836)","(-0.9239619970321655, -0.9242467284202576, 0.9174821376800537, 0.9191796779632568)",75.3,1765211502.4632146
2968,"(3232.13427734375, 198.69395446777344, 712.1714477539062, 21.97150421142578)","(-0.9256902933120728, -0.9259366989135742, 0.9201376438140869, 0.9208559393882751)",75.3,1765211502.678419
2969,"(3048.1376953125, 203.72048950195312, 689.5912475585938, 22.869033813476562)","(-0.9278147220611572, -0.9285575747489929, 0.920950710773468, 0.9216826558113098)",75.3,1765211502.8951182
2970,"(2930.775146484375, 209.6777801513672, 681.9114990234375, 23.89403533935547)","(-0.9295382499694824, -0.9295923113822937, 0.9223048090934753, 0.9237245917320251)",75.3,1765211503.1133652
2971,"(2997.09375, 205.81942749023438, 709.2564086914062, 21.537612915039062)","(-0.9301797151565552, -0.9305152297019958, 0.923816978931427, 0.925698459148407)",75.3,1765211503.3289256
2972,"(3001.779541015625, 210.70468139648438, 711.0219116210938, 21.08629608154297)","(-0.9314683675765991, -0.931672990322113, 0.9258140325546265, 0.9275842308998108)",75.3,1765211503.5467227
2973,"(3006.2529296875, 213.43505859375, 645.78662109375, 21.468435287475586)","(-0.9336662888526917, -0.9665944576263428, 0.9278919100761414, 0.9285624623298645)",75.3,1765211503.7625186
2974,"(2998.52490234375, 195.88299560546875, 675.632080078125, 20.83868980407715)","(-0.9356635212898254, -0.9355737566947937, 0.9286396503448486, 0.9295016527175903)",75.3,1765211503.980483
2975,"(3159.64404296875, 193.52227783203125, 721.4409790039062, 19.739784240722656)","(-0.9369369745254517, -0.9370050430297852, 0.9298745393753052, 0.9317444562911987)",75.3,1765211504.1982133
2976,"(2684.625732421875, 203.18353271484375, 674.322509765625, 9.188523292541504)","(-0.9109862446784973, -0.9109933376312256, 0.9041855335235596, 0.9053156971931458)",77.1,1765211514.616705
2977,"(9.498977661132812, 9.547977447509766, 9.512491226196289, 9.196526527404785)","(-0.9598716497421265, -0.9601035118103027, 0.9535143375396729, 0.9539682865142822)",77.1,1765211514.9179602
2978,"(132.8886260986328, 9.904325485229492, 9.178791046142578, 9.225236892700195)","(-0.9399838447570801, -0.9617716073989868, 0.9552246928215027, 0.9556321501731873)",77.1,1765211515.0903735
2979,"(2809.759521484375, 214.13230895996094, 738.0408935546875, 10.535696029663086)","(-0.9160153269767761, -0.9161804914474487, 0.9549176692962646, 0.9564077854156494)",77.1,1765211515.264934
2980,"(2963.03466796875, 211.95880126953125, 753.9876708984375, 10.644753456115723)","(-0.9171375632286072, -0.9174116849899292, 0.9121395945549011, 0.912856936454773)",77.1,1765211515.4801414
2981,"(2831.94677734375, 205.69566345214844, 709.65673828125, 10.340471267700195)","(-0.9200847148895264, -0.9202529191970825, 0.9131592512130737, 0.9140437245368958)",77.1,1765211515.698185
2982,"(2710.7109375, 216.24786376953125, 718.794189453125, 11.273009300231934)","(-0.9204348921775818, -0.9202415347099304, 0.9146292209625244, 0.9165531992912292)",77.1,1765211515.9164453
2983,"(2734.761474609375, 197.77362060546875, 685.1339111328125, 10.305926322937012)","(-0.923176109790802, -0.9232767224311829, 0.9161077737808228, 0.9169344305992126)",77.1,1765211516.131979
2984,"(2805.760498046875, 196.40255737304688, 697.1766357421875, 9.288573265075684)","(-0.9245239496231079, -0.924725353717804, 0.9179103970527649, 0.9191805124282837)",77.1,1765211516.3497488
2985,"(2755.9443359375, 206.40264892578125, 669.5939331054688, 9.792221069335938)","(-0.9252564311027527, -0.9256731867790222, 0.919485867023468, 0.9214155673980713)",77.1,1765211516.5652955
2986,"(2772.578125, 201.54132080078125, 678.5267333984375, 9.25090217590332)","(-0.928097128868103, -0.9282359480857849, 0.9215086102485657, 0.9223904609680176)",77.1,1765211516.7834973
2987,"(2878.2880859375, 194.04608154296875, 721.68115234375, 8.769241333007812)","(-0.9296960830688477, -0.929943859577179, 0.922850489616394, 0.9239915609359741)",77.1,1765211517.0013008
2988,"(2828.4140625, 203.3157958984375, 712.91162109375, 8.898275375366211)","(-0.9312005043029785, -0.9314606785774231, 0.9244132041931152, 0.9256791472434998)",77.1,1765211517.2167974
2989,"(2857.241943359375, 206.40574645996094, 729.2818603515625, 9.851698875427246)","(-0.9318586587905884, -0.9322878122329712, 0.9255081415176392, 0.9274497628211975)",77.1,1765211517.436519
2990,"(2769.944580078125, 208.00682067871094, 763.0556030273438, 9.208242416381836)","(-0.932960569858551, -0.9333655834197998, 0.9876275062561035, 0.9292649030685425)",77.1,1765211517.6506107
2991,"(2773.1513671875, 211.6497802734375, 732.140625, 9.409890174865723)","(-0.9351168870925903, -0.9349617958068848, 0.9295312762260437, 0.9303343892097473)",77.1,1765211517.8683794
2992,"(2597.52978515625, 220.41549682617188, 651.5762939453125, 11.8969087600708)","(-0.9370071887969971, -0.9373242855072021, 0.9307864308357239, 0.931994616985321)",77.1,1765211518.0866566
2993,"(2690.21337890625, 207.9831085205078, 660.40576171875, 10.317437171936035)","(-0.9385392665863037, -0.9386144876480103, 0.9322157502174377, 0.9330239295959473)",77.1,1765211518.3020794
2994,"(2866.9248046875, 209.7256317138672, 660.1346435546875, 10.718847274780273)","(-0.9399564862251282, -0.9402435421943665, 0.9331864714622498, 0.9347824454307556)",77.1,1765211518.5209622
2995,"(2779.40869140625, 202.149658203125, 671.3857421875, 11.911449432373047)","(-0.941788911819458, -0.9416824579238892, 0.9347180724143982, 0.9939237236976624)",77.1,1765211518.735334
2996,"(2794.505859375, 198.847412109375, 676.304443359375, 11.840803146362305)","(-0.9430531859397888, -0.9432030320167542, 0.9360445141792297, 0.9372721314430237)",77.1,1765211518.9541178
2997,"(2906.0029296875, 188.86314392089844, 707.80224609375, 11.20885181427002)","(-0.9785861968994141, -0.9441913366317749, 0.9374039173126221, 0.9390081763267517)",77.1,1765211519.1718068
2998,"(2715.454833984375, 185.78848266601562, 629.7893676757812, 12.76429271697998)","(-0.9449425339698792, -0.9451665282249451, 0.9390621185302734, 0.9410102367401123)",77.1,1765211519.3868895
2999,"(2515.67041015625, 156.25274658203125, 494.0733642578125, 14.915111541748047)","(-0.946576714515686, -0.9463576674461365, 0.940910279750824, 0.9418483376502991)",77.1,1765211519.6051178
3000,"(2625.14990234375, 148.0833740234375, 450.8498840332031, 15.1159086227417)","(-0.9483636617660522, -0.9486357569694519, 0.941949188709259, 0.9427969455718994)",77.1,1765211519.8206232
3001,"(2669.04736328125, 167.95339965820312, 514.4173583984375, 15.035982131958008)","(-0.9502822160720825, -0.9500617384910583, 0.9427552223205566, 0.9443556070327759)",77.1,1765211520.0385423
3002,"(2557.6025390625, 175.02902221679688, 512.3158569335938, 16.34423828125)","(-0.9509342312812805, -0.9055361747741699, 0.9438270926475525, 0.9780563712120056)",77.1,1765211520.2571297
3003,"(2662.04248046875, 171.66912841796875, 546.3994750976562, 15.373366355895996)","(-0.901368260383606, -0.901752769947052, 0.9457495808601379, 0.9471049904823303)",77.1,1765211520.472224
3004,"(2793.099853515625, 164.91444396972656, 574.6727905273438, 14.715458869934082)","(-0.9837744832038879, -0.9037916660308838, 0.9471886157989502, 0.9480668306350708)",77.1,1765211520.6900122
3005,"(2676.98046875, 167.56982421875, 554.5233154296875, 13.666542053222656)","(-0.9053738713264465, -0.9054051637649536, 0.9482771158218384, 0.9006586670875549)",77.1,1765211520.9055395
3006,"(2705.40283203125, 175.97439575195312, 583.4854736328125, 14.193130493164062)","(-0.9071321487426758, -0.9073144793510437, 0.9007184505462646, 0.9021600484848022)",77.1,1765211521.1238246
3007,"(2543.174072265625, 168.36685180664062, 547.0186767578125, 13.438240051269531)","(-0.9091337323188782, -0.9092079401016235, 0.9027671813964844, 0.9037272930145264)",77.1,1765211521.3428934
3008,"(2376.15869140625, 215.9610595703125, 646.4498901367188, 3.106328010559082)","(-0.9124011397361755, -0.9122530221939087, 0.9068101644515991, 0.9080519080162048)",79.0,1765211528.720361
3009,"(2450.3994140625, 209.0078887939453, 657.62890625, 3.0910232067108154)","(-0.9145039916038513, -0.9146855473518372, 0.9082179069519043, 0.9094292521476746)",79.0,1765211528.9355435
3010,"(2511.22509765625, 211.66445922851562, 670.7244873046875, 2.994669198989868)","(-0.9164312481880188, -0.9165471196174622, 0.9099547266960144, 0.9112651944160461)",79.0,1765211529.1534364
3011,"(2470.5107421875, 223.2255859375, 641.4515380859375, 3.628411054611206)","(-0.9179642200469971, -0.9181874990463257, 0.9118517637252808, 0.9126062989234924)",79.0,1765211529.3682194
3012,"(2377.148193359375, 220.0252227783203, 662.6689453125, 3.8119406700134277)","(-0.9196072220802307, -0.9197869896888733, 0.9135656356811523, 0.9146000742912292)",79.0,1765211529.5865095
3013,"(2510.805908203125, 210.528076171875, 689.0477294921875, 3.637749671936035)","(-0.9210025668144226, -0.9212212562561035, 0.9151713848114014, 0.916183352470398)",79.0,1765211529.8043082
3014,"(2450.9580078125, 217.1775665283203, 684.172119140625, 3.6508476734161377)","(-0.9226626753807068, -0.923028290271759, 0.9165661931037903, 0.918296754360199)",79.0,1765211530.0197625
3015,"(2476.506103515625, 217.0903778076172, 675.5582275390625, 3.6951584815979004)","(-0.9244804382324219, -0.924873411655426, 0.9181786179542542, 0.9196597337722778)",79.0,1765211530.2379766
3016,"(2408.2998046875, 216.26092529296875, 701.9320678710938, 4.065245628356934)","(-0.9258891344070435, -0.9259079694747925, 0.9198430180549622, 0.921642005443573)",79.0,1765211530.4538498
3017,"(2444.45556640625, 205.5880126953125, 665.391357421875, 3.7824952602386475)","(-0.927739679813385, -0.9279406070709229, 0.9214332103729248, 0.923347532749176)",79.0,1765211530.6712997
3018,"(2346.083740234375, 217.8975830078125, 637.8741455078125, 4.135470390319824)","(-0.9294480681419373, -0.929432213306427, 0.9231686592102051, 0.924655556678772)",79.0,1765211530.889543
3019,"(2369.03466796875, 204.6485595703125, 625.7424926757812, 4.311675548553467)","(-0.930881142616272, -0.9307264685630798, 0.924561619758606, 0.9259362816810608)",79.0,1765211531.105573
3020,"(2503.056396484375, 194.39443969726562, 613.76220703125, 4.5711822509765625)","(-0.9327770471572876, -0.9327037930488586, 0.9262018203735352, 0.9277777671813965)",79.0,1765211531.3230274
3021,"(2438.34033203125, 181.37257385253906, 612.2550048828125, 4.241116046905518)","(-0.9340085983276367, -0.9341579079627991, 0.9274745583534241, 0.92950439453125)",79.0,1765211531.5397758
3022,"(2409.32373046875, 165.30087280273438, 562.214599609375, 3.923578977584839)","(-0.9352217316627502, -0.935695230960846, 0.9293208122253418, 0.931079089641571)",79.0,1765211531.7585585
3023,"(2535.990478515625, 147.23623657226562, 554.19091796875, 3.9427223205566406)","(-0.9368367791175842, -0.9370080828666687, 0.9310165047645569, 0.9322803020477295)",79.0,1765211531.9750178
3024,"(2442.85791015625, 163.64288330078125, 557.3070678710938, 4.21209716796875)","(-0.9391056299209595, -0.9386374354362488, 0.9323732256889343, 0.9334399700164795)",79.0,1765211532.1904638
3025,"(2318.709716796875, 189.69284057617188, 598.986572265625, 4.132144927978516)","(-0.9395629167556763, -0.9393611550331116, 0.9340094923973083, 0.9351306557655334)",79.0,1765211532.408143
3026,"(2381.408447265625, 179.393798828125, 563.715576171875, 4.472393035888672)","(-0.9416472315788269, -0.9414160251617432, 0.9352108836174011, 0.9361330270767212)",79.0,1765211532.623624
3027,"(2407.4814453125, 187.35379028320312, 610.2890014648438, 4.130055904388428)","(-0.9423227906227112, -0.9426966309547424, 0.9362761378288269, 0.9382886290550232)",79.0,1765211532.8419526
3028,"(2295.9033203125, 196.39373779296875, 569.7867431640625, 4.716216564178467)","(-0.9442676305770874, -0.9443608522415161, 0.9379669427871704, 0.938920259475708)",79.0,1765211533.0596766
3029,"(2406.19580078125, 181.9368896484375, 597.5679931640625, 4.176629066467285)","(-0.9455217719078064, -0.9456880688667297, 0.9393369555473328, 0.9402252435684204)",79.0,1765211533.2751918
3030,"(2486.568603515625, 171.06007385253906, 594.0364379882812, 3.94150447845459)","(-0.9474488496780396, -0.9472312927246094, 0.9409348964691162, 0.9412887096405029)",79.0,1765211533.493011
3031,"(2395.721923828125, 172.74266052246094, 602.45556640625, 3.884300708770752)","(-0.9489973783493042, -0.9485102295875549, 0.9420401453971863, 0.9427626132965088)",79.0,1765211533.7088473
